caseKey,caseName,caseDescription,scenarioKey,scenario,segmentType,segmentKey,observations,courtSize,medianIdeology,ideologicalSpread,meanPartisanAttachment,meanRightsSensitivity,meanInstitutionalism,replacementPressure,estimatedReplacementEvents
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,3,120,9.000,0.017,1.394,0.596,0.732,0.798,0.362,3.258
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,4,120,9.000,0.021,1.390,0.593,0.730,0.798,0.362,3.258
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,period,1,120,15.000,-0.003,0.637,0.503,0.736,0.750,0.000,0.000
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,period,2,120,15.000,0.007,0.686,0.503,0.732,0.749,0.459,6.882
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,period,3,120,15.000,-0.006,0.713,0.501,0.736,0.748,0.459,6.882
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,period,4,120,15.000,-0.007,0.738,0.501,0.736,0.748,0.459,6.882
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,1,120,18.000,-0.003,0.828,0.512,0.748,0.804,0.000,0.000
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,2,120,18.000,0.010,0.874,0.512,0.748,0.805,0.456,8.208
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,3,120,18.000,0.000,0.902,0.512,0.746,0.806,0.456,8.208
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,4,120,18.000,-0.011,0.962,0.512,0.748,0.804,0.456,8.208
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,constitutional-council,Pre-enactment constitutional council,period,1,120,12.000,-0.002,0.639,0.479,0.765,0.793,0.000,0.000
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,constitutional-council,Pre-enactment constitutional council,period,2,120,12.000,-0.014,0.686,0.479,0.768,0.794,0.717,8.604
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,constitutional-council,Pre-enactment constitutional council,period,3,120,12.000,-0.001,0.736,0.478,0.765,0.795,0.717,8.604
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,constitutional-council,Pre-enactment constitutional council,period,4,120,12.000,-0.005,0.779,0.478,0.763,0.796,0.717,8.604
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,legislative-override-court,Judicial review with delayed legislative override,period,1,120,9.000,0.039,1.392,0.600,0.713,0.754,0.000,0.000
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,legislative-override-court,Judicial review with delayed legislative override,period,2,120,9.000,0.011,1.365,0.598,0.715,0.757,0.384,3.460
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,legislative-override-court,Judicial review with delayed legislative override,period,3,120,9.000,0.043,1.400,0.601,0.713,0.753,0.384,3.460
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,legislative-override-court,Judicial review with delayed legislative override,period,4,120,9.000,0.035,1.408,0.598,0.712,0.756,0.384,3.460
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,accountability-retention-court,Retention-election accountability court,period,1,120,9.000,0.009,1.153,0.589,0.696,0.675,0.000,0.000
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,accountability-retention-court,Retention-election accountability court,period,2,120,9.000,-0.000,1.181,0.587,0.695,0.678,0.929,8.363
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,accountability-retention-court,Retention-election accountability court,period,3,120,9.000,0.033,1.213,0.588,0.695,0.674,0.929,8.363
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,accountability-retention-court,Retention-election accountability court,period,4,120,9.000,0.005,1.270,0.589,0.693,0.675,0.929,8.363
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,1,120,15.000,0.009,0.845,0.502,0.755,0.803,0.000,0.000
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,2,120,15.000,-0.013,0.835,0.500,0.757,0.801,0.464,6.966
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,3,120,15.000,0.008,0.909,0.502,0.754,0.802,0.464,6.966
rights-threat-surge,Rights-threat surge,Docket contains more laws or actions with high generated rights-risk signals.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,4,120,15.000,-0.010,0.914,0.503,0.755,0.802,0.464,6.966
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",current-federal-court,Current-style federal supreme court,period,1,120,9.000,0.065,1.390,0.693,0.708,0.797,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",current-federal-court,Current-style federal supreme court,period,2,120,9.000,0.063,1.378,0.692,0.708,0.798,0.145,1.307
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",current-federal-court,Current-style federal supreme court,period,3,120,9.000,0.072,1.369,0.696,0.705,0.797,0.145,1.307
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",current-federal-court,Current-style federal supreme court,period,4,120,9.000,0.065,1.388,0.692,0.704,0.796,0.145,1.307
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",eighteen-year-terms,Staggered 18-year nonrenewable terms,period,1,120,9.000,0.031,1.348,0.673,0.706,0.782,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",eighteen-year-terms,Staggered 18-year nonrenewable terms,period,2,120,9.000,0.032,1.367,0.670,0.709,0.780,0.362,3.258
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",eighteen-year-terms,Staggered 18-year nonrenewable terms,period,3,120,9.000,0.049,1.386,0.673,0.710,0.781,0.362,3.258
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",eighteen-year-terms,Staggered 18-year nonrenewable terms,period,4,120,9.000,0.039,1.413,0.673,0.706,0.783,0.362,3.258
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",fifteen-justice-commission,Fifteen-justice supermajority commission court,period,1,120,15.000,-0.001,0.809,0.585,0.734,0.779,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",fifteen-justice-commission,Fifteen-justice supermajority commission court,period,2,120,15.000,0.022,0.859,0.587,0.733,0.780,0.453,6.798
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",fifteen-justice-commission,Fifteen-justice supermajority commission court,period,3,120,15.000,0.000,0.897,0.586,0.733,0.781,0.453,6.798
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",fifteen-justice-commission,Fifteen-justice supermajority commission court,period,4,120,15.000,-0.004,0.933,0.585,0.731,0.778,0.453,6.798
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",supermajority-invalidation,Supermajority required to invalidate laws,period,1,120,9.000,0.053,1.336,0.667,0.703,0.841,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",supermajority-invalidation,Supermajority required to invalidate laws,period,2,120,9.000,0.062,1.361,0.666,0.699,0.841,0.151,1.357
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",supermajority-invalidation,Supermajority required to invalidate laws,period,3,120,9.000,0.058,1.371,0.667,0.703,0.841,0.151,1.357
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",supermajority-invalidation,Supermajority required to invalidate laws,period,4,120,9.000,0.057,1.389,0.670,0.697,0.842,0.151,1.357
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",strict-recusal-court,Strict recusal with substitute justices,period,1,120,12.000,0.000,0.822,0.586,0.733,0.769,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",strict-recusal-court,Strict recusal with substitute justices,period,2,120,12.000,-0.010,0.853,0.584,0.733,0.768,0.459,5.506
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",strict-recusal-court,Strict recusal with substitute justices,period,3,120,12.000,-0.021,0.873,0.585,0.731,0.767,0.459,5.506
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",strict-recusal-court,Strict recusal with substitute justices,period,4,120,12.000,0.009,0.903,0.585,0.731,0.768,0.459,5.506
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,1,120,9.000,0.022,1.335,0.648,0.728,0.797,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,2,120,9.000,0.023,1.397,0.648,0.729,0.798,0.362,3.258
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,3,120,9.000,0.026,1.379,0.651,0.732,0.798,0.362,3.258
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,4,120,9.000,0.031,1.362,0.649,0.731,0.798,0.362,3.258
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",panel-en-banc-review,Panel review with en banc safety valve,period,1,120,15.000,0.010,0.642,0.558,0.735,0.749,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",panel-en-banc-review,Panel review with en banc safety valve,period,2,120,15.000,0.010,0.664,0.557,0.736,0.748,0.459,6.882
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",panel-en-banc-review,Panel review with en banc safety valve,period,3,120,15.000,0.007,0.716,0.555,0.735,0.750,0.459,6.882
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",panel-en-banc-review,Panel review with en banc safety valve,period,4,120,15.000,-0.007,0.725,0.556,0.736,0.750,0.459,6.882
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,1,120,18.000,-0.003,0.835,0.566,0.748,0.806,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,2,120,18.000,0.017,0.878,0.567,0.748,0.804,0.456,8.208
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,3,120,18.000,-0.008,0.907,0.568,0.748,0.807,0.456,8.208
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,4,120,18.000,0.012,0.943,0.566,0.748,0.805,0.456,8.208
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",constitutional-council,Pre-enactment constitutional council,period,1,120,12.000,0.001,0.647,0.532,0.766,0.792,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",constitutional-council,Pre-enactment constitutional council,period,2,120,12.000,0.004,0.677,0.534,0.767,0.794,0.717,8.604
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",constitutional-council,Pre-enactment constitutional council,period,3,120,12.000,-0.028,0.756,0.533,0.764,0.794,0.717,8.604
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",constitutional-council,Pre-enactment constitutional council,period,4,120,12.000,0.026,0.794,0.536,0.764,0.792,0.717,8.604
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",legislative-override-court,Judicial review with delayed legislative override,period,1,120,9.000,0.035,1.339,0.654,0.713,0.754,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",legislative-override-court,Judicial review with delayed legislative override,period,2,120,9.000,0.026,1.368,0.655,0.713,0.757,0.384,3.460
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",legislative-override-court,Judicial review with delayed legislative override,period,3,120,9.000,0.043,1.393,0.652,0.716,0.753,0.384,3.460
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",legislative-override-court,Judicial review with delayed legislative override,period,4,120,9.000,0.060,1.406,0.654,0.711,0.757,0.384,3.460
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",accountability-retention-court,Retention-election accountability court,period,1,120,9.000,0.026,1.148,0.646,0.697,0.676,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",accountability-retention-court,Retention-election accountability court,period,2,120,9.000,0.025,1.197,0.643,0.697,0.678,0.929,8.363
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",accountability-retention-court,Retention-election accountability court,period,3,120,9.000,0.055,1.230,0.640,0.695,0.674,0.929,8.363
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",accountability-retention-court,Retention-election accountability court,period,4,120,9.000,0.030,1.301,0.643,0.691,0.676,0.929,8.363
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,1,120,15.000,-0.012,0.836,0.557,0.755,0.802,0.000,0.000
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,2,120,15.000,0.008,0.853,0.556,0.755,0.802,0.464,6.966
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,3,120,15.000,0.013,0.912,0.556,0.755,0.804,0.464,6.966
emergency-docket-stress,Emergency docket stress,"Higher urgency and executive pressure, meant to stress shadow-docket procedures.",independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,4,120,15.000,-0.008,0.915,0.557,0.755,0.802,0.464,6.966
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,current-federal-court,Current-style federal supreme court,period,1,120,9.000,0.058,1.329,0.636,0.706,0.797,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,current-federal-court,Current-style federal supreme court,period,2,120,9.000,0.069,1.358,0.637,0.709,0.796,0.145,1.307
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,current-federal-court,Current-style federal supreme court,period,3,120,9.000,0.069,1.377,0.638,0.705,0.799,0.145,1.307
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,current-federal-court,Current-style federal supreme court,period,4,120,9.000,0.070,1.371,0.635,0.705,0.797,0.145,1.307
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,eighteen-year-terms,Staggered 18-year nonrenewable terms,period,1,120,9.000,0.038,1.401,0.620,0.707,0.779,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,eighteen-year-terms,Staggered 18-year nonrenewable terms,period,2,120,9.000,0.029,1.370,0.618,0.707,0.779,0.362,3.258
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,eighteen-year-terms,Staggered 18-year nonrenewable terms,period,3,120,9.000,0.033,1.375,0.617,0.707,0.780,0.362,3.258
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,eighteen-year-terms,Staggered 18-year nonrenewable terms,period,4,120,9.000,0.047,1.407,0.619,0.708,0.782,0.362,3.258
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,fifteen-justice-commission,Fifteen-justice supermajority commission court,period,1,120,15.000,-0.008,0.832,0.530,0.732,0.779,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,fifteen-justice-commission,Fifteen-justice supermajority commission court,period,2,120,15.000,-0.008,0.850,0.531,0.732,0.778,0.453,6.798
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,fifteen-justice-commission,Fifteen-justice supermajority commission court,period,3,120,15.000,0.008,0.878,0.532,0.733,0.778,0.453,6.798
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,fifteen-justice-commission,Fifteen-justice supermajority commission court,period,4,120,15.000,-0.005,0.944,0.531,0.733,0.781,0.453,6.798
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,supermajority-invalidation,Supermajority required to invalidate laws,period,1,120,9.000,0.051,1.383,0.611,0.700,0.844,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,supermajority-invalidation,Supermajority required to invalidate laws,period,2,120,9.000,0.054,1.367,0.614,0.700,0.842,0.151,1.357
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,supermajority-invalidation,Supermajority required to invalidate laws,period,3,120,9.000,0.061,1.378,0.615,0.701,0.845,0.151,1.357
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,supermajority-invalidation,Supermajority required to invalidate laws,period,4,120,9.000,0.047,1.377,0.614,0.698,0.844,0.151,1.357
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,strict-recusal-court,Strict recusal with substitute justices,period,1,120,12.000,-0.004,0.801,0.531,0.733,0.768,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,strict-recusal-court,Strict recusal with substitute justices,period,2,120,12.000,0.007,0.844,0.529,0.732,0.766,0.459,5.506
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,strict-recusal-court,Strict recusal with substitute justices,period,3,120,12.000,0.015,0.894,0.529,0.733,0.767,0.459,5.506
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,strict-recusal-court,Strict recusal with substitute justices,period,4,120,12.000,0.015,0.899,0.530,0.730,0.768,0.459,5.506
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,1,120,9.000,0.023,1.378,0.595,0.729,0.799,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,2,120,9.000,0.024,1.359,0.596,0.732,0.798,0.362,3.258
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,3,120,9.000,0.011,1.376,0.595,0.728,0.799,0.362,3.258
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,period,4,120,9.000,0.016,1.408,0.594,0.731,0.797,0.362,3.258
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,panel-en-banc-review,Panel review with en banc safety valve,period,1,120,15.000,-0.002,0.631,0.503,0.735,0.748,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,panel-en-banc-review,Panel review with en banc safety valve,period,2,120,15.000,0.002,0.670,0.502,0.737,0.750,0.459,6.882
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,panel-en-banc-review,Panel review with en banc safety valve,period,3,120,15.000,-0.001,0.717,0.504,0.732,0.750,0.459,6.882
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,panel-en-banc-review,Panel review with en banc safety valve,period,4,120,15.000,0.003,0.779,0.502,0.737,0.751,0.459,6.882
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,1,120,18.000,0.006,0.857,0.511,0.748,0.805,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,2,120,18.000,0.000,0.879,0.512,0.748,0.805,0.456,8.208
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,3,120,18.000,0.011,0.906,0.512,0.748,0.804,0.456,8.208
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,period,4,120,18.000,0.001,0.963,0.513,0.745,0.804,0.456,8.208
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,constitutional-council,Pre-enactment constitutional council,period,1,120,12.000,-0.004,0.619,0.478,0.768,0.793,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,constitutional-council,Pre-enactment constitutional council,period,2,120,12.000,0.018,0.693,0.479,0.765,0.794,0.717,8.604
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,constitutional-council,Pre-enactment constitutional council,period,3,120,12.000,0.008,0.719,0.477,0.766,0.793,0.717,8.604
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,constitutional-council,Pre-enactment constitutional council,period,4,120,12.000,-0.007,0.805,0.478,0.764,0.794,0.717,8.604
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,legislative-override-court,Judicial review with delayed legislative override,period,1,120,9.000,0.037,1.384,0.600,0.715,0.756,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,legislative-override-court,Judicial review with delayed legislative override,period,2,120,9.000,0.034,1.379,0.595,0.713,0.757,0.384,3.460
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,legislative-override-court,Judicial review with delayed legislative override,period,3,120,9.000,0.039,1.406,0.599,0.710,0.752,0.384,3.460
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,legislative-override-court,Judicial review with delayed legislative override,period,4,120,9.000,0.037,1.416,0.599,0.713,0.756,0.384,3.460
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,accountability-retention-court,Retention-election accountability court,period,1,120,9.000,0.018,1.155,0.587,0.697,0.676,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,accountability-retention-court,Retention-election accountability court,period,2,120,9.000,0.046,1.184,0.590,0.694,0.677,0.929,8.363
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,accountability-retention-court,Retention-election accountability court,period,3,120,9.000,0.013,1.218,0.590,0.695,0.678,0.929,8.363
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,accountability-retention-court,Retention-election accountability court,period,4,120,9.000,0.057,1.268,0.586,0.694,0.678,0.929,8.363
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,1,120,15.000,-0.003,0.830,0.505,0.756,0.803,0.000,0.000
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,2,120,15.000,0.015,0.868,0.502,0.755,0.802,0.464,6.966
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,3,120,15.000,-0.008,0.873,0.503,0.757,0.803,0.464,6.966
low-trust-conflict,Low-trust conflict,Lower public trust and higher legislature-court conflict.,independence-accountability-hybrid,Hybrid court balancing independence and accountability,period,4,120,15.000,-0.004,0.926,0.503,0.757,0.803,0.464,6.966
